unique_id,ElementID,Dimension FE,Type Level 1,Type Level 1 E,Type Level 1 F,Type Level 2,Type Level 2 E,Type Level 2 F,Type Level 3,Type Level 4,Example,Definition,Industry,Bildungsweg 1,Bildungsweg 2,Bildungsweg 3,Bildungsweg 4,Bildungsweg 5,Bildungsweg 6,Bildungsweg 7,Bildungsweg 8,Bildungsweg 9,Bildungsweg 10,Frontend,Source,Connection SwissICT Model,Internal Reference,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
135,6.2.1,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Kollaboration,Collaboration,Collaboration,Zusammenarbeit in stabilen Teams,,,"Die Kompetenz, effektiv mit den Mitgliedern eines etablierten und stabilen Teams zusammenzuarbeiten, indem man Vertrauen aufbaut, Rollen und Verantwortlichkeiten klar definiert und gemeinsam an langfristigen Zielen arbeitet.",,,,,,,,,,,,Y,,,Teamorientierung,Koordinieren,Kooperieren,Sprachliche Fertigkeiten,Aktivitäten und Arbeiten planen,,,,,,,,,,,,,
131,6.2.2,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Kollaboration,Collaboration,Collaboration,Zusammenarbeit in Projektteams,,,"Die Kompetenz, erfolgreich mit Mitgliedern eines temporären Projektteams zusammenzuarbeiten, indem man sich schnell auf neue Situationen einstellt, flexibel ist und gemeinsam an spezifischen Zielen arbeitet.",,,,,,,,,,,,Y,,,Teamorientierung,Koordinieren,Kooperieren,Sprachliche Fertigkeiten,Aktivitäten und Arbeiten planen,Flexibilität,,,,,,,,,,,,
133,6.2.3,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Kollaboration,Collaboration,Collaboration,Zusammenarbeit in interdisziplinären Teams,,,"Die Kompetenz, erfolgreich mit Mitgliedern aus verschiedenen Berufsgruppen oder Fachrichtungen zusammenzuarbeiten, indem unterschiedliche Fachkenntnisse, Perspektiven und Arbeitsweisen respektiert und integriert werden, um gemeinsame Ziele zu erreichen.",,,,,,,,,,,,Y,,,Teamorientierung,Koordinieren,Kooperieren,Sprachliche Fertigkeiten,Aktivitäten und Arbeiten planen,Problembewusstsein,Analysieren von Daten oder Informationen,,Beurteilungsfähigkeit,Flexibilität,Toleranz,,,,,,,
136,6.2.4,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Kollaboration,Collaboration,Collaboration,Zusammenarbeit in virtuellen Teams,,,"Die Kompetenz, effektiv in Teams zu arbeiten, deren Mitglieder an unterschiedlichen Standorten oder in verschiedenen Zeitzonen arbeiten, indem virtuelle Kommunikationstools und Technologien genutzt werden, um gemeinsame Ziele zu erreichen.",,,,,,,,,,,,Y,,,Teamorientierung,Koordinieren,Kooperieren,Sprachliche Fertigkeiten,Aktivitäten und Arbeiten planen,,,,,,,,,,,,,
132,6.2.5,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Kollaboration,Collaboration,Collaboration,Zusammenarbeit in agilen Teams,,,"Die Kompetenz, in agilen Arbeitsumgebungen wie Scrum oder Kanban aktiv und flexibel mit Teammitgliedern zusammenzuarbeiten, um iterative Arbeitsprozesse zu unterstützen, Aufgaben zu priorisieren, transparent zu kommunizieren und gemeinsam hochwertige Ergebnisse zu erzielen.",,,,,,,,,,,,Y,,,Teamorientierung,Koordinieren,Kooperieren,Sprachliche Fertigkeiten,Aktivitäten und Arbeiten planen,Tätigkeiten priorisieren,Einfallsreichtum,Originalität,Ambition,Flexibilität,,,,,,,,
134,6.2.6,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Kollaboration,Collaboration,Collaboration,Zusammenarbeit in interorganisationalen Teams,,,"Die Kompetenz, erfolgreich in Teams zu arbeiten, die aus Mitgliedern unterschiedlicher Organisationen oder Unternehmen bestehen, indem man sich auf gemeinsame Ziele und Projekte ausrichtet, Verständnis für die verschiedenen Organisationskulturen und -strukturen entwickelt und Vertrauen aufbaut, um gemeinsame Ziele zu erreichen. ",,,,,,,,,,,,Y,,,Teamorientierung,Koordinieren,Kooperieren,Sprachliche Fertigkeiten,Aktivitäten und Arbeiten planen,Problembewusstsein,Entwicklung von Zielen und Strategien,Flexibilität,Unabhängigkeit,Toleranz,,,,,,,,
39,6.3,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Führung,Leadership,Gestion (du personnel),,,,"Die Kompetenz, Ziele zu definieren, Aufgaben zu strukturieren und das Verhalten anderer Personen in Hinblick auf die gemeinsame Zielerreichung motivierend zu beeinflussen. ",,,,,,,,,,,,X,,Personalführung,,,,,,,,,,,,,,,,,,
38,6.3.1,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Führung,Leadership,Gestion (du personnel),Führung in der strategischen Ausrichtung,,,"Die Kompetenz, langfristige Ziele zu definieren, eine klare Vision zu vermitteln, strategische Entscheidungen zu treffen und die Organisation auf zukünftige Herausforderungen auszurichten.",,,,,,,,,,,,Y,,,Entscheidungsfähigkeit,Entwicklung von Zielen und Strategien,Aktivitäten und Arbeiten planen,Tätigkeiten priorisieren,Mündliche Ausdrucksfähigkeit,Schriftlicher Ausdrucksfähigkeit,Überzeugen,Anleiten,Tatkraft,Führungsorientierung,Flexibilität,,,,,,,
36,6.3.2,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Führung,Leadership,Gestion (du personnel),Führung in Krisensituationen,,,"Die Kompetenz, in Krisensituationen Ruhe zu bewahren, effektiv zu kommunizieren, Entscheidungen zu treffen und das Team durch schwierige Zeiten zu führen.",,,,,,,,,,,,Y,,,Problembewusstsein,Analysieren von Daten oder Informationen,Beurteilungsfähigkeit,Entscheidungsfähigkeit,Entwicklung von Zielen und Strategien,Aktivitäten und Arbeiten planen,Tätigkeiten priorisieren,Mündliche Ausdrucksfähigkeit,Schriftlicher Ausdrucksfähigkeit,Überzeugen,Mitfühlen,Stresstoleranz,Durchhaltevermögen,Tatkraft,Führungsorientierung,Flexibilität,Integrität,Unabhängigkeit
37,6.3.3,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Führung,Leadership,Gestion (du personnel),Führung in Veränderungssituationen,,,"Die Kompetenz, Veränderungsprozesse zu initiieren und zu begleiten, Mitarbeiter zu motivieren, Widerstand zu überwinden und das Team auf die neue Ausrichtung einzuschwören.",,,,,,,,,,,,Y,,,Einfallsreichtum,Originalität,Entscheidungsfähigkeit,Entwicklung von Zielen und Strategien,Aktivitäten und Arbeiten planen,Tätigkeiten priorisieren,Mündliche Ausdrucksfähigkeit,Schriftlicher Ausdrucksfähigkeit,,Koordinieren,Überzeugen,Mitfühlen,Motivieren,Tatkraft,Teamorientierung,Führungsorientierung,Integrität,Unabhängigkeit
34,6.3.4,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Führung,Leadership,Gestion (du personnel),Führung in Entwicklungssituationen,,,"Die Kompetenz, ein starkes und harmonisches Team aufzubauen, die individuellen Stärken zu erkennen und zu fördern, die Zusammenarbeit zu stärken und gemeinsame Ziele zu erreichen.",,,,,,,,,,,,Y,,,Analysieren von Daten oder Informationen,Beurteilungsfähigkeit,Entwicklung von Zielen und Strategien,Koordinieren,Kooperieren,Mitfühlen,Motivieren,Teamorientierung,Führungsorientierung,,,,,,,,,
35,6.3.5,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Führung,Leadership,Gestion (du personnel),Führung in Konfliktsituationen,,,"Die Kompetenz, Konflikte frühzeitig zu erkennen, konstruktiv anzusprechen, Lösungsstrategien zu entwickeln und eine positive und produktive Arbeitsatmosphäre aufrechtzuerhalten.",,,,,,,,,,,,Y,,,Problembewusstsein,Analysieren von Daten oder Informationen,Einfallsreichtum,Entscheidungsfähigkeit,Entwicklung von Zielen und Strategien,Mündliche Ausdrucksfähigkeit,Überzeugen,Verhandeln,Kooperieren,Toleranz,,,,,,,,
108,7.1,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Selbstreflexion,Self-Reflection,Auto-Réflexion,,,,"Die Kompetenz, sich selbst kritisch zu hinterfragen, eigene Stärken und Schwächen zu erkennen sowie eigene Denkmuster und Verhaltensweisen zu reflektieren, um in herausfordernden Situationen bewusste und authentische Entscheidungen zu treffen.",,,,,,,,,,,,X,,Selbstmanagement/Führen der eigenen Person,Problembewusstsein,Analysieren von Daten oder Informationen,Beurteilungsfähigkeit,Integrität,Flexibilität,,,,,,,,,,,,,
107,7.2,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Selbstorganisation,Self-Organisation,Auto-Organisation,,,,"Die Kompetenz, persönliche Aufgaben, Abläufe und Strukturen eigenständig zu planen, umzusetzen und aufrechtzuerhalten, um auch in einem dynamischen Umfeld zielgerichtet zu handeln und flexibel auf sich ändernde Anforderungen zu reagieren.",,,,,,,,,,,,X,,Selbstmanagement/Führen der eigenen Person,,,,,,,,,,,,,,,,,,
130,7.2.1,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Selbstorganisation,Self-Organisation,Auto-Organisation,Zeitmanagement,,,"Die Kompetenz, die Zeit effektiv zu planen, Prioritäten zu setzen und Aufgaben entsprechend zu organisieren, um produktiv und erfolgreich zu arbeiten.",,,,,,,,,,,,Y,,,Aktivitäten und Arbeiten planen,Tätigkeiten priorisieren,Entwicklung von Zielen und Strategien,Genauigkeit,Flexibilität,,,,,,,,,,,,,
24,7.2.2,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Selbstorganisation,Self-Organisation,Auto-Organisation,Emotionale Regulierung,,,"Die Kompetenz, Emotionen bewusst wahrzunehmen, sie angemessen zu steuern und auf konstruktive Weise mit ihnen umzugehen, um das eigene Wohlbefinden und die Interaktion mit anderen positiv zu beeinflussen.",,,,,,,,,,,,Y,,,Selbstbeherrschung,Flexibilität,,,,,,,,,,,,,,,,
98,7.2.3,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Selbstorganisation,Self-Organisation,Auto-Organisation,Resilienz,,,"Die Kompetenz, mit Stress, Herausforderungen und Rückschlägen umzugehen, um sich schnell zu erholen, Anpassungsfähigkeit zu zeigen und gestärkt aus schwierigen Situationen hervorzugehen.",,,,,,,,,,,,Y,,,Stresstoleranz,Selbstbeherrschung,Durchhaltevermögen,Tatkraft,Flexibilität,,,,,,,,,,,,,
99,7.2.4,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Selbstorganisation,Self-Organisation,Auto-Organisation,Ressourcenakquise,,,"Die Kompetenz, aktiv nach Ressourcen und Unterstützungsmöglichkeiten zu suchen, sei es Wissen, finanzielle Mittel, Netzwerke oder Mentoren, um die eigenen Ziele zu erreichen und das persönliche Wachstum zu fördern.",,,,,,,,,,,,Y,,,Relevantes Wissen auffrischen und nutzen,Teamorientierung,Ambition,,,,,,,,,,,,,,,
109,7.3,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Selbsttransformation,Self-Transformation,Auto-Transformation,,,,"Die Kompetenz, eine offene und wachstumsorientierte Haltung einzunehmen, kontinuierlich neue Fähigkeiten zu erlernen, Wissen zu erweitern und sich persönlich weiterzuentwickeln, um den sich wandelnden Anforderungen in Beruf und Alltag gerecht zu werden.",,,,,,,,,,,,X,,,Problembewusstsein,Aktivitäten und Arbeiten planen,Relevantes Wissen auffrischen und nutzen,Ambition,Durchhaltevermögen,Unabhängigkeit,,,,,,,,,,,,
